award_year,notice_id,project_name,sector,country,procurement_type,winning_bid_raw,winning_country,winning_firm,currency_unit,contract_amount,contract_value_usd,notice_url,page_url,data_source
2023,CDB2023-050,Belize Social Investment Fund III (BSIF III Project),,Belize,Goods,"Belize - GS-COM BZD $29, 555.99",Belize,- GS-COM,BZD,29555.99,14778.0,https://www.caribank.org/sites/default/files/publication-resources/230315_BZE_CAI_Goods-%20FOR%20SUPPY%20AND%20DELIVERY%20ITNEQUIPMENT%20FOR%20MARIA%20CRAWFORD%20HEALTH%20CENTER%20-CROOKED%20TREE%20VILLAGE%20-BELIZE%20DISTRICT.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=4,CDB
2023,CDB2023-051,Comprehensive Diagnostic of Gender Sensitive Innovative Disaster Risk Financing Instruments,Private Sector Development,Regional,Consultancy,"United Kingdom - Willis Towers Watson/Willis Limited USD 178,750.00",United Kingdom,- Willis Towers Watson/Willis Limited,USD,178750.0,178750.0,https://www.caribank.org/sites/default/files/publication-resources/230310~1.PDF,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-052,Southern Plains Agricultural Development Project,Food Security,Jamaica,Works,"Jamaica - M and M Jamaica Ltd. US 12,836,276.69",Jamaica,- M and M Jamaica Ltd. US,US,12836276.69,12836276.69,https://www.caribank.org/sites/default/files/publication-resources/230310_JAM_CAI_Works_M%20and%20M.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-053,Southern Plains Agricultural Development Project,Food Security,Jamaica,Works,"Jamaica - Build Rite Construction Ltd. US $7,669,935.72",Jamaica,- Build Rite Construction Ltd. US,$,7669935.72,7669935.72,https://www.caribank.org/sites/default/files/publication-resources/230310_JAM_CAI_works_Build%20Rite.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-054,Upgrade of the Caribbean Development Bank’s Procurement E-Learning Modules,Private Sector Development,Regional,Consultancy,"Australia - DynaMind E-Learning Limited USD 57,330.00",Australia,- DynaMind E-Learning Limited,USD,57330.0,57330.0,https://www.caribank.org/sites/default/files/publication-resources/230310_REG_CAI_Consultancy%20Dynamind%203.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-055,Upgrade of the Caribbean Development Bank’s Procurement E-Learning Modules,Private Sector Development,Regional,Consultancy,"Australia - DynaMind E-Learning Limited USD 58,890.00",Australia,- DynaMind E-Learning Limited,USD,58890.0,58890.0,https://www.caribank.org/sites/default/files/publication-resources/230310_REG_CAI_Consultancy%20Dynamind%202.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-056,Upgrade of the Caribbean Development Bank’s Procurement E-Learning Modules,Private Sector Development,Regional,Consultancy,"Australia - DynaMind E-Learning Limited USD 55,770.00",Australia,- DynaMind E-Learning Limited,USD,55770.0,55770.0,https://www.caribank.org/sites/default/files/publication-resources/230310_REG_CAI_Consultancy%20Dynamind%201.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-057,OECS Procurement Reform Project,Private Sector Development,Regional,Consultancy,"France - Organisation for Economic Co-operation and Development USD 10,000.00",France,- Organisation for Economic Co-operation and Development,USD,10000.0,10000.0,https://www.caribank.org/sites/default/files/publication-resources/230310_REG_CAI_Consultancy%20Services%20OECD.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-058,Basic Needs Trust Fund (BNTF) Cycle 10,,Belize,Consultancy,"Belize - Young’s Engineering Consultancy Ltd. BZD $154,849.50 (inclusive of all taxes)",Belize,- Young’s Engineering Consultancy Ltd. (inclusive of all taxes),BZD,154849.5,77424.75,https://www.caribank.org/sites/default/files/publication-resources/230315_CAI_CONSULTANCY_SERVICES-%20YEC%20Santa%20Cruz%20BNTF10.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-059,Basic Needs Trust Fund Cycle 10,,Belize,Consultancy,"Belize - Anthony Thurton and Associates Ltd. BZD $189,787.50 (inclusive of all taxes)",Belize,- Anthony Thurton and Associates Ltd. (inclusive of all taxes),BZD,189787.5,94893.75,https://www.caribank.org/sites/default/files/publication-resources/230315_BZE_CAI_CONSULTANCY_SERVICES-%20ATA%20Mabil%20Ha%20%20BNTF10%20%28002%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-060,Basic Needs Trust Fund (BNTF) Cycle 10,,Belize,Consultancy,"Belize - Anthony Thurton and Associates Ltd. BZD $165,093.75 (inclusive of all taxes)",Belize,- Anthony Thurton and Associates Ltd. (inclusive of all taxes),BZD,165093.75,82546.88,https://www.caribank.org/sites/default/files/publication-resources/230315_BZE_CAI_CONSULTANCY_SERVICES-%20ATA%20Mafredi%20BNTF10.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=5,CDB
2023,CDB2023-061,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent &amp; the Grenadines - Minute Made Heavy Equipment, Blocks, Trucking and Construction Ltd. XCD 422,565.66",,"St. Vincent &amp; the Grenadines - Minute Made Heavy Equipment, Blocks, Trucking and Construction Ltd.",XCD,422565.66,156505.8,https://www.caribank.org/sites/default/files/publication-resources/230313_SVG_Dickie%20Footpath%20-%20Contract%20Award%20Information%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-062,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent &amp; the Grenadines - Minute Made Heavy Equipment, Blocks, Trucking and Construction Ltd. XCD 460,605.31",,"St. Vincent &amp; the Grenadines - Minute Made Heavy Equipment, Blocks, Trucking and Construction Ltd.",XCD,460605.31,170594.56,https://www.caribank.org/sites/default/files/publication-resources/230313_SVG_Pierre%20Hughes%20Footpath%20-%20Contract%20Award%20Information%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-063,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent &amp; the Grenadines - Minute Made Heavy Equipment, Blocks, Trucking and Construction Ltd. XCD 471,977.33",,"St. Vincent &amp; the Grenadines - Minute Made Heavy Equipment, Blocks, Trucking and Construction Ltd.",XCD,471977.33,174806.42,https://www.caribank.org/sites/default/files/publication-resources/230313_SVG_Dondo%20Hole%20Footpath%20-%20Contract%20Award%20Information%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-064,Basic Needs Trust Fund 10th Programme,,Belize,Consultancy,"Belize - Anthony Thurton and Associates Ltd. BZD $182,219.06 (inclusive of taxes)",Belize,- Anthony Thurton and Associates Ltd. (inclusive of taxes),BZD,182219.06,91109.53,https://www.caribank.org/sites/default/files/publication-resources/230313_BZE_CAI_CONSULTANCY_SERVICES-%20ATA%20Gales%20Point%20-%20BNTF10.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-065,Belize Social Investment Fund III,,Belize,Consultancy,"Belize - CHENTEC BZD $87,004.68 (inclusive of taxes)",Belize,- CHENTEC (inclusive of taxes),BZD,87004.68,43502.34,https://www.caribank.org/sites/default/files/publication-resources/230313_Belize%20Social%20Investment%20Fund%20III_CAI_CONSULTANCY_SERVICES-%20CHENTEC%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-066,Millennium Highway and West Coast Road Reconstruction Project,Transportation,Saint Lucia,Goods,"Trinidad and Tobago - LF Systems Ltd US$331,900.00, exclusive of local indirect taxes",Trinidad and Tobago,"- LF Systems Ltd , exclusive of local indirect taxes",US$,331900.0,331900.0,https://www.caribank.org/sites/default/files/publication-resources/230303_SLU%20MHWCRP%20Road%20Sector%20Strategy%20Contract%20Award%20Notice%20Rev1.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-067,Seventh Power Project – Caye Caulker Submarine Cable,Climate,Belize,Goods,"China - Hengtong Optic-Electric Co. Ltd. USD $3,245,197.00",China,- Hengtong Optic-Electric Co. Ltd.,USD,3245197.0,3245197.0,https://www.caribank.org/sites/default/files/publication-resources/230301_BZE_Contract%20Award%20Notice%20-%20Hengtong%20Optic-Electric%20Co%2C%20Ltd.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-068,Second Road safety Project,Transportation,Belize,Goods,"Belize - Tenchronics Communication and Pedro R. Lizarraga and Sons Ltd. (Joint Venture) BZD $830,960.00",Belize,- Tenchronics Communication and Pedro R. Lizarraga and Sons Ltd. (Joint Venture),BZD,830960.0,415480.0,https://www.caribank.org/sites/default/files/publication-resources/230228_BZE_CONTRACT_AWARD_INFORMATION%20%28GOODS%29%20-%20Supply%20of%20School%20Road%20Safety%20Toolkits.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-069,Building Resilience for Adaptation to Climate Change and Climate Variability in Agriculture in Saint Lucia (BRACCVAS),Food Security,Saint Lucia,Consultancy,"Trinidad and Tobago - Environmental Governance Consulting USD 179,816.00",Trinidad and Tobago,- Environmental Governance Consulting,USD,179816.0,179816.0,https://www.caribank.org/sites/default/files/publication-resources/230209_Contract-Award-Information-Template_Consultancy-Services%20%20-ECG%20%28003%29_10%20Feb%20Final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-070,Education Quality Improvement Project - Saint Lucia,Education,Saint Lucia,Consultancy,"Jamaica - Joint Board of Teacher Education USD 99,418.00",Jamaica,- Joint Board of Teacher Education,USD,99418.0,99418.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT-AWARD-INFORMATIONCONSULTANCY_SERVICES_DEVELOPMENT%20OF%20A%20SEN%20POLICY_JBTE.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=6,CDB
2023,CDB2023-071,Education Quality Improvement Project,Education,Saint Lucia,Goods,"St. Lucia - JE Bergasse &amp; Company Ltd. XCD 72,287.18",St. Lucia,- JE Bergasse &amp; Company Ltd.,XCD,72287.18,26773.03,https://www.caribank.org/sites/default/files/publication-resources/SLU_Contract%20Award%20Information-Goods_JE%20Bergasse%20%26%20Company%20Ltd.%20%281%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-072,Saint Lucia Education Quality Improvement Project (EQuIP),Education,Saint Lucia,Goods,"St. Lucia - B&amp;B Money Saver Inc. XCD 56,743.84",St. Lucia,- B&amp;B Money Saver Inc.,XCD,56743.84,21016.24,https://www.caribank.org/sites/default/files/publication-resources/SLU_Contract%20Award%20Information-Goods_B%26B%20Money%20Saver%20Inc.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-073,Saint Lucia Education Quality Improvement Project (EQuIP),Education,Saint Lucia,Goods,"St. Lucia - Computer &amp; Business Services Ltd. XCD 50,907.73",St. Lucia,- Computer &amp; Business Services Ltd.,XCD,50907.73,18854.71,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20GOODS_SEU_PCU.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-074,Saint Lucia Education Quality Improvement Project (EQuIP),Education,Saint Lucia,Goods,"St. Lucia - Neville’s Brokerage Services Co. XCD 28,390.00",St. Lucia,- Neville’s Brokerage Services Co.,XCD,28390.0,10514.81,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28GOODS%29_Software%20PCU.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-075,Education Quality Improvement Project,Education,Saint Lucia,Goods,"St. Lucia - JE Bergasse &amp; Company Ltd XCD 82,269.21",St. Lucia,- JE Bergasse &amp; Company Ltd,XCD,82269.21,30470.08,https://www.caribank.org/sites/default/files/publication-resources/SLU_Contract%20Award%20Information-Goods_JE%20Bergasse%20%26%20Company%20Ltd.%20%282%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-076,Public Procurement Reform of the Eastern Caribbean States,Private Sector Development,Regional,Consultancy,United Kingdom - Charles Kendall and Partners Ltd. Not applicable as framework contract,United Kingdom,- Charles Kendall and Partners Ltd. Not applicable as framework contract,,,,https://www.caribank.org/sites/default/files/publication-resources/191129%20Contract%20award%20to%20CKP.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-077,Layou Park Valley Road and River Training Phase 1 ICB No. 19/SFR-OR-DMI-3P1,Climate,Dominica,Works,"Dominica - Emile Gaddarkhan Et Fils Ltd XCD 11,561,389.30",Dominica,- Emile Gaddarkhan Et Fils Ltd,XCD,11561389.3,4281996.04,https://www.caribank.org/sites/default/files/publication-resources/Layou%20EAST%20-%20CONTRACT_AWARD_INFORMATION%20%28WORKS%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-078,Sixth Power Project - Belize,Climate,Belize,Goods,"USA - Pacific Air Switch Corporation (PASCOR) USD 140,983.00",,USA - Pacific Air Switch Corporation (PASCOR),USD,140983.0,140983.0,https://www.caribank.org/sites/default/files/publication-resources/BEL%20Sixth%20Power%20Project%20Contract%20Award%20Notice%20-%20PASCOR.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-079,Sixth Power Project - Belize,Climate,Belize,Goods,"USA - APS Power Solutions LLC USD 593,646.80",,USA - APS Power Solutions LLC,USD,593646.8,593646.8,https://www.caribank.org/sites/default/files/publication-resources/BEL%20Sixth%20Power%20Project%20Contract%20Award%20Notice%20-%20APS%20Power%20Solutions%20LLC.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-080,Millennium Highway and West Coast Road Reconstruction,Climate,Saint Lucia,Works,"Trinidad and Tobago - Nomalco Construction Services Limited EC$34,228,909.80",Trinidad and Tobago,- Nomalco Construction Services Limited,EC$,34228909.8,12677374.0,https://www.caribank.org/sites/default/files/publication-resources/SLU%20-%20MHWCRP%20-%2073599%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29%20Lot%202A.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=7,CDB
2023,CDB2023-081,Millennium Highway and West Coast Road Reconstruction,Climate,Saint Lucia,Works,"Trinidad and Tobago - Nomalco Construction Services Limited EC$25,061,728.80",Trinidad and Tobago,- Nomalco Construction Services Limited,EC$,25061728.8,9282121.78,https://www.caribank.org/sites/default/files/publication-resources/SLU%20-%20MHWCRP%20-%2073599%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29%20Lot%203B.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=8,CDB
2023,CDB2023-082,Millennium Highway and West Coast Road Reconstruction,Climate,Saint Lucia,Works,"Trinidad and Tobago - Nomalco Construction Services Limited EC$28,180,493.62",Trinidad and Tobago,- Nomalco Construction Services Limited,EC$,28180493.62,10437219.86,https://www.caribank.org/sites/default/files/publication-resources/SLU%20-%20MHWCRP%20-%2073599%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29%20Lot%203A.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=8,CDB
2023,CDB2023-083,Millennium Highway and West Coast Road Reconstruction,Climate,Saint Lucia,Works,"St. Lucia - OB Sadoo Engineering Services Limited EC$8,913,974.59",St. Lucia,- OB Sadoo Engineering Services Limited,EC$,8913974.59,3301472.07,https://www.caribank.org/sites/default/files/publication-resources/SLU%20-%20MHWCRP%20-%2073599%20-%20CONTRACT%20AWARD%20INFORMATION%20%28WORKS%29%20Lot%202B.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=8,CDB
2024,CDB2024-001,"Ministry of Health COVID-19 Health Response Project: Supply, Delivery and Installation of Endoscopy/Colonoscopy Tower and Washer/Disinfector",,Antigua and Barbuda,Goods,"A. A. Laquis (Trinidad) Limited- Trinidad and Tobago USD186,720.30",,A. A. Laquis (Trinidad) Limited- Trinidad and Tobago,USD,186720.3,186720.3,https://www.caribank.org/sites/default/files/publication-resources/Award%20information%20Endoscopy-Colonoscopy.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-002,"Marketing and Branding of Micro, Small, and Medium-sized Enterprises in CARICOM",Private Sector Development,Suriname,Consultancy,"Steppingstone LTD, MINVES N.V. and Space Marketing and Solutions N.V. (Joint Venture) EUR260,000.00",,"Steppingstone LTD, MINVES N.V. and Space Marketing and Solutions N.V. (Joint Venture)",EUR,260000.0,281369.02,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION%28CONSULTANCY_SERVICES%29%20-%20GA%2011%20SUR.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-003,"Mabil Ha Village Water Supply System Construction, Mabil Ha Village, Toledo District, Belize: BNTF 10",Water Resource Management,Belize,Works,"F.T. Williams and Associates - Belize BZD1,290,544.00",,F.T. Williams and Associates - Belize,BZD,1290544.0,645272.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28WORKS%29%20-%20Mabil%20Ha%20BNTF%2010%20-%20FT.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-004,"Preparation of a GCF Funding Proposal and Annexes for the ""Blue Co Caribbean Umbrella Coordination Programme""",Climate,Regional,Consultancy,"RTI International (with Ocean Risk and Resilience Action Alliance Inc. as sub-consultants)- United States of America USD994,354.00",,RTI International (with Ocean Risk and Resilience Action Alliance Inc. as sub-consultants)- United States of America,USD,994354.0,994354.0,https://www.caribank.org/sites/default/files/publication-resources/240603_Contract%20award%20notification_Blue%20Co%20Caribbean_rev.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-005,Extension and Rehabilitation of Fitz Hughes Primary School: Sub-Project Component,Infrastructure,Saint Vincent and the Grenadines,Works,"Jack&#039;s Construction Services- Saint Vincent and the Grenadines XCD1,396,898.80",,Jack&#039;s Construction Services- Saint Vincent and the Grenadines,XCD,1396898.8,517369.93,https://www.caribank.org/sites/default/files/publication-resources/Extension%20and%20Rehab%20of%20Fitz%20Hughes%20Primary%20-%20Contract%20Award%20Information%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-006,Construction of Chateaubelair Early Childhood Development Center: Sub-Project Component,Infrastructure,Saint Vincent and the Grenadines,Works,"Jack&#039;s Construction Services- Saint Vincent and the Grenadines XCD1,424,989.17",,Jack&#039;s Construction Services- Saint Vincent and the Grenadines,XCD,1424989.17,527773.77,https://www.caribank.org/sites/default/files/publication-resources/Construction%20of%20Chateaubelair%20ECDC%20-%20Contract%20Award%20Information%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-007,"Consultancy services on market access of the European Union, training and technical assistance to ten (10) companies for the implementation of food safety management systems",Food Security,,Consultancy,"DT-Global- Spain EUR99,300.00",,DT-Global- Spain,EUR,99300.0,107461.32,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information%20%28Consultancy%20Services%20No.2%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-008,"Gales Point Government Preschool Construction and Primary School Rehabilitation, Gales Point Village, Belize District, Belize, Lot 1 and Lot 2",Infrastructure,Belize,Works,"CM Construction Supplies- Belize Lot 1: BZ493,031.45 Lot 2: BZ447,552.00",,"CM Construction Supplies- Belize Lot 1: BZ493,031.45 Lot 2: BZ",BZ,447552.0,223776.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28WORKS%29%20-%20GALES%20POINT%20BNTF10.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-009,"Training to producers, exporters and agricultural officers on market access requirements and the process for commercializing products under the CARIFORUM-European Union Economic Partnership Agreement",Food Security,Regional,Consultancy,"RINA Consulting, S.P.A.- Italy EUR35,246.50",,"RINA Consulting, S.P.A.- Italy",EUR,35246.5,38143.36,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information%20%28Consultancy%20Services%20No.3%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-010,Provision of European (EU) market access (fresh produce) training and technical assistance in quality assurance for EU market to four greenhouse farming associations and the establishment of a food traceability system for peppers and mangoes,Food Security,Regional,Consultancy,"Prysma (AENOR CONOCIMIENTO, S.L.U)- Spain EUR57,510.00",,"Prysma (AENOR CONOCIMIENTO, S.L.U)- Spain",EUR,57510.0,62236.66,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information%20%28Consultancy%20Services%20No.1%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024,CDB
2024,CDB2024-011,Purchase of Mass Metrology Equipment and related Services- Lot 1,Trade,The Bahamas,Goods,"Consortium of Bioethic Shelter and Emergency Srl and Bioethic Alliance Srl- Italy USD207,311.46",,Consortium of Bioethic Shelter and Emergency Srl and Bioethic Alliance Srl- Italy,USD,207311.46,207311.46,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION-Purchase%20of%20Mass%20Metrology%20Equipment%20and%20related%20services.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2024,CDB2024-012,Consultancy Services for Capacity Building and Institutional Strengthening of the Saint Lucia Water and Sewerage Company,Water Resource Management,Saint Lucia,Consultancy,"HR Wallingford Ltd. USD463,974.00",,HR Wallingford Ltd.,USD,463974.0,463974.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD_final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2024,CDB2024-013,Enhancing the Belize National Quality Infrastructure - Supply of equipment to strengthen the BBSQ metrological capabilities and measurement system,Trade,Belize,Goods,"Belize Formulators Ltd. EURO 57,484.44",Belize,Formulators Ltd.,EURO,57484.44,62209.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Notice_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2024,CDB2024-014,Purchase of Equipment and Related Services - Strengthening the National Quality Infrastructure: Training and Equipment for Conformity Assessment Project,Trade,Saint Kitts and Nevis,Goods,"Analogic Solutions USD120,140.59",,Analogic Solutions,USD,120140.59,120140.59,https://www.caribank.org/sites/default/files/publication-resources/MARCH%205%20%20CONTRACT%20AWARD%20INFORMATION%20%28NCS%29.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2024,CDB2024-015,Consultancy Services For Communication Strategy And Action/Campaign Plan For Saint Lucia Water And Sewage Company,Water Resource Management,Saint Lucia,Consultancy,"Terriah Limited - Saint Lucia USD133,850",,Terriah Limited - Saint Lucia,USD,133850.0,133850.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Consultancy%20Services%20For%20Communication%20Strategy%20And%20Action%20Campaign%20Plan%20For%20Saint%20Lucia%20Water%20And%20Sewage%20Company.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2024,CDB2024-016,Supply of equipment to strengthen the Belize Bureau of Standard Metrological Capabilities and Measurement Systems,Trade,Belize,Consultancy,"Belize Formulators Ltd. - Belize BZD 127,466.00 (EURO 57,484.44)",Belize,"Formulators Ltd. - Belize (EURO 57,484.44)",BZD,127466.0,63733.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Notice.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2024,CDB2024-017,Supporting the Caribbean Development Bank to Establish and Capitalize a Climate Change Project Preparation Fund,Climate,CDB,Consultancy,"CPCS Transcom Limited - Canada USD148,453",,CPCS Transcom Limited - Canada,USD,148453.0,148453.0,https://www.caribank.org/sites/default/files/publication-resources/Contract%20award%20notification_CC%20Project%20Prep%20Fund_0.docx,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2024,CDB2024-018,"Supply and Delivery of Computers and Accessories for the Calcutta Government Primary School, Calcutta Village, Corozal District, Belize",Education,Belize,Goods,"The Angelus Press Ltd -Belize BZD 28,756.65",,The Angelus Press Ltd -Belize,BZD,28756.65,14378.33,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information-%20Supply%20and%20Delivery%20of%20Computers%20and%20Accessories%20for%20Calcutta.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2024&page=1,CDB
2025,CDB2025-001,Building Capacity & Resilience in the Health Sector Coronavirus-2019 Project - Procurement of Six Ambulances,,Saint Lucia,Goods,"Bulgaria - Avto Engineering Holding Group USD 713,650.00",Bulgaria,- Avto Engineering Holding Group,USD,713650.0,713650.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28GOODS%29%20-%20Ambulances.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
2025,CDB2025-002,Building Capacity & Resilience in the Health Sector Coronavirus-2019 Project - Procurement of Mobile Dental Units,,Saint Lucia,Goods,"United Kingdom - NSG Exports Limited EUR 421,400.00",United Kingdom,- NSG Exports Limited,EUR,421400.0,475083.99,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20%28GOODS%29%20-%20Mobile%20Dental%20Units.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2025,CDB
