project_id,country,year_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_duration_months,winning_firm_name,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,single_bidder,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,notice_type,awarded_date,bid_reference_no,project_name
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,18706.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00261041,Contract Award,2023/04/03,BO-EMPODERAR-349711-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5222.0,5.0,HECTOR ALI SAUCEDO,,,,,Individual Consultant Selection,,,,1.0,OP00261027,Contract Award,2023/07/25,BO-EMPODERAR-368754-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00261038,Contract Award,2023/04/03,BO-EMPODERAR-349766-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7600.0,,ALISON MARIEL MAGNE CALIZAYA,,,,,Individual Consultant Selection,,,,1.0,OP00261039,Contract Award,2023/08/21,BO-EMPODERAR-368797-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00261042,Contract Award,2023/04/03,BO-EMPODERAR-350145-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00261018,Contract Award,2023/04/03,BO-EMPODERAR-350155-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00261043,Contract Award,2023/04/03,BO-EMPODERAR-350157-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P164453,Bolivia,2023,World Bank,MDB-financed,IBRD88680,Public Administration - Health; Health; Health Facilities and Construction,consulting,11625.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00260994,Contract Award,2023/10/25,BM/AISEM/019 /2023,Health Service Delivery Network Project
P164453,Bolivia,2023,World Bank,MDB-financed,IBRD88680,Health,consulting,29154.52,,ERNST & YOUNG,,,,,Direct Selection,,,,1.0,OP00228053,Contract Award,2023/04/12,BM/AISEM/001/2023,Health Service Delivery Network Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00260055,Contract Award,2023/04/03,BO-EMPODERAR-349771-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259857,Contract Award,2023/04/03,BO-EMPODERAR-349775-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259860,Contract Award,2023/04/03,BO-EMPODERAR-349777-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259891,Contract Award,2023/04/03,BO-EMPODERAR-349779-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259906,Contract Award,2023/04/03,BO-EMPODERAR-349801-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259893,Contract Award,2023/04/03,BO-EMPODERAR-349783-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259896,Contract Award,2023/04/03,BO-EMPODERAR-349796-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259875,Contract Award,2023/04/03,BO-EMPODERAR-349784-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259881,Contract Award,2023/04/03,BO-EMPODERAR-349774-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259885,Contract Award,2023/04/03,BO-EMPODERAR-349789-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7028.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259892,Contract Award,2023/04/03,BO-EMPODERAR-349782-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259877,Contract Award,2023/04/03,BO-EMPODERAR-349786-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259867,Contract Award,2023/04/03,BO-EMPODERAR-349776-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259895,Contract Award,2023/04/03,BO-EMPODERAR-349794-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259904,Contract Award,2023/04/03,BO-EMPODERAR-349797-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259869,Contract Award,2023/04/03,BO-EMPODERAR-349780-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259874,Contract Award,2023/04/03,BO-EMPODERAR-349778-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259880,Contract Award,2023/04/03,BO-EMPODERAR-350025-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259894,Contract Award,2023/04/03,BO-EMPODERAR-349792-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259897,Contract Award,2023/04/03,BO-EMPODERAR-349803-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259876,Contract Award,2023/04/03,BO-EMPODERAR-349785-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259903,Contract Award,2023/04/03,BO-EMPODERAR-349797-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259905,Contract Award,2023/04/03,BO-EMPODERAR-349799-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259870,Contract Award,2023/04/03,BO-EMPODERAR-349787-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259879,Contract Award,2023/04/03,BO-EMPODERAR-349792-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259888,Contract Award,2023/04/03,BO-EMPODERAR-349793-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259907,Contract Award,2023/04/03,BO-EMPODERAR-349804-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259878,Contract Award,2023/04/03,BO-EMPODERAR-349791-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259901,Contract Award,2023/04/03,BO-EMPODERAR-349788-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259813,Contract Award,2023/04/03,BO-EMPODERAR-349769-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7600.0,,ERICA ADRIAN BARRIOS,,,,,Individual Consultant Selection,,,,1.0,OP00259730,Contract Award,2023/08/08,BO-EMPODERAR-368798-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23530.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259811,Contract Award,2023/04/03,BO-EMPODERAR-349716-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7600.0,,ELSA SUSANA ARAMAYO QUIROGA,,,,,Individual Consultant Selection,,,,1.0,OP00259793,Contract Award,2023/08/22,BO-EMPODERAR-368790-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259780,Contract Award,,BO-EMPODERAR-349767-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259797,Contract Award,2023/04/03,BO-EMPODERAR-349772-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23063.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259812,Contract Award,2023/04/03,BO-EMPODERAR-349764-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,18706.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259779,Contract Award,2023/04/03,BO-EMPODERAR-349718-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259798,Contract Award,2023/04/03,BO-EMPODERAR-349773-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,23530.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259778,Contract Award,2023/04/03,BO-EMPODERAR-349701-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5222.0,,MAURICIO POMA MAMANI,,,,,Individual Consultant Selection,,,,1.0,OP00259792,Contract Award,2023/08/16,BO-EMPODERAR-368745-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,18706.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259794,Contract Award,2023/04/03,BO-EMPODERAR-349709-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,18706.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259804,Contract Award,2023/04/03,BO-EMPODERAR-349715-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259805,Contract Award,2023/04/03,BO-EMPODERAR-349731-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259807,Contract Award,2023/04/03,BO-EMPODERAR-349768-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259821,Contract Award,2023/04/03,BO-EMPODERAR-349770-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,5223.0,,CRISTINA MENDOZA UYUNI,,,,,Individual Consultant Selection,,,,1.0,OP00259753,Contract Award,2023/08/02,BO-EMPODERAR-367091-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00259748,Contract Award,2023/04/03,BO-EMPODERAR-349790-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P127743,Bolivia,2023,World Bank,MDB-financed,IBRD87350,"Other Agriculture, Fishing and Forestry; Agricultural markets, commercialization and agri-business; Rural and Inter-Urban Roads; Other Water Supply, Sanitation and Waste Management; Other Energy and Extractives; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,15277.0,,IGNEMA,,,,,Request for Quotations,,,,1.0,OP00259243,Contract Award,2023/06/30,BO-EMPODERAR-366355-GO-RFQ,Rural Alliances Project II
P127743,Bolivia,2023,World Bank,MDB-financed,IBRD87350,"Other Agriculture, Fishing and Forestry; Agricultural markets, commercialization and agri-business; Rural and Inter-Urban Roads; Other Water Supply, Sanitation and Waste Management; Other Energy and Extractives; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,28856.0,,SOLUCIONES INMEDIATAS TOLA,,,,,Request for Quotations,,,,1.0,OP00259251,Contract Award,2023/07/14,BO-EMPODERAR-369482-GO-RFQ,Rural Alliances Project II
P127743,Bolivia,2023,World Bank,MDB-financed,IBRD87350,"Other Agriculture, Fishing and Forestry; Agricultural markets, commercialization and agri-business; Rural and Inter-Urban Roads; Other Water Supply, Sanitation and Waste Management; Other Energy and Extractives; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,82422.0,,JAVIER RAMIRO MONTERREY ARCE,,,,,Direct Selection,,,,1.0,OP00259235,Contract Award,2023/04/10,BO-EMPODERAR-351908-CS-CDS,Rural Alliances Project II
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,46584.0,,EMPRESA PUBLICITARIA GRAFIC,,,,,Request for Quotations,,,,1.0,OP00258262,Contract Award,2023/06/16,BO-EMPODERAR-363938-NC-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,50000.0,,GRAFICA CONCEPTUAL,,,,,Request for Quotations,,,,1.0,OP00258287,Contract Award,2023/06/12,BO-EMPODERAR-359799-NC-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,6597.0,,IMPORTADORA ROLYMAR,,,,,Request for Quotations,,,,1.0,OP00258272,Contract Award,2023/05/24,BO-EMPODERAR-360050-GO-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
